code	name	currentratio	quickratio	cashratio	c_name	currentratio_mean	quickratio_mean	cashratio_mean
603729	龙韵股份	15.633000373840332	15.633000373840332	505.5701904296875	印刷包装	2.3713300228118896	2.0642850145697595	68.49968466758727
000096	广聚能源	13.118900299072266	12.958999633789062	1120.3326416015625	石油行业	3.071085738284247	2.707295222651391	167.8621248063587
603819	神力股份	16.5757999420166	12.454700469970703	582.95849609375	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300590	移为通信	18.13640022277832	16.715900421142578	837.9915161132812	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300305	裕兴股份	18.116199493408203	17.285600662231445	797.3078002929688	塑料制品	2.7752874745056033	2.301096891053021	87.33712854981422
603688	石英股份	12.70829963684082	10.652799606323242	291.9486083984375	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300530	达志科技	27.740999221801758	26.714099884033203	288.9555969238281	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002820	桂发祥	5.156000137329102	4.645999908447266	348.2434997558594	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002413	雷科防务	10.773200035095215	9.348600387573242	117.23079681396484	机械行业	2.576087673382806	1.9909660143071208	65.21263996720901
300561	汇金科技	19.87299919128418	18.02079963684082	317.6484069824219	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002015	霞客环保	11.901900291442871	5.36299991607666	251.72210693359375	化纤行业	2.4102480149269105	1.5830879890918732	78.61266799926757
300609	汇纳科技	18.076000213623047	17.251100540161133	990.4210205078125	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300139	晓程科技	9.706899642944336	7.708899974822998	270.3006896972656	电子器件	3.2843177007371875	2.7697102116281482	96.40055774993637
603508	思维列控	14.418600082397461	13.164600372314453	298.1617126464844	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002759	天际股份	3.0251998901367188	2.529099941253662	42.258399963378906	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300406	九强生物	15.764599800109863	14.621800422668457	956.719970703125	生物制药	3.4337355237650242	2.8237473826463284	127.16375156609635
603023	威帝股份	14.99779987335205	13.298700332641602	89.30860137939453	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002776	柏堡龙	18.5044002532959	17.727699279785156	1021.028076171875	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300018	中元股份	12.26360034942627	11.128000259399414	694.234375	发电设备	2.370688527333932	1.8927229525613003	56.12555560127633
300522	世名科技	12.554100036621094	11.272199630737305	430.8240051269531	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002729	好利来	6.762599945068359	5.651800155639648	226.17100524902344	电子器件	3.2843177007371875	2.7697102116281482	96.40055774993637
002495	佳隆股份	6.306300163269043	5.545300006866455	500.02130126953125	食品行业	2.9659962863833815	2.350512972032582	140.59777213467493
603398	邦宝益智	11.279999732971191	9.81719970703125	593.80908203125	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300394	天孚通信	10.249099731445312	9.350099563598633	642.8781127929688	电子信息	3.3112987365131663	2.8753766932729947	131.68440696546588
300525	博思软件	10.408699989318848	10.095600128173828	790.6422119140625	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002843	泰嘉股份	11.188599586486816	9.829999923706055	375.79901123046875	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300191	潜能恒信	10.783900260925293	10.783900260925293	957.94580078125	石油行业	3.071085738284247	2.707295222651391	167.8621248063587
300583	赛托生物	11.50629997253418	9.8641996383667	531.427490234375	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
603058	永吉股份	10.586899757385254	9.946999549865723	215.51609802246094	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300107	建新股份	8.507800102233887	7.85699987411499	175.78419494628906	化工行业	2.529101399274973	2.0832090725848724	84.44795861611
002141	贤丰控股	13.874799728393555	12.548700332641602	361.27899169921875	电子器件	3.2843177007371875	2.7697102116281482	96.40055774993637
300042	朗科科技	11.422300338745117	9.847700119018555	435.9202880859375	电子信息	3.3112987365131663	2.8753766932729947	131.68440696546588
300519	新光药业	16.17970085144043	15.198100090026855	1059.806640625	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
600212	江泉实业	4.8403000831604	4.7555999755859375	32.85580062866211	综合行业	3.3215275992607247	2.8374551257182814	180.408427304235
002322	理工环科	5.441800117492676	4.347899913787842	229.79159545898438	电器行业	2.7791363802823152	2.2122418186881325	73.3054815118963
000722	湖南发展	13.323800086975098	12.446200370788574	901.7216796875	电力行业	1.1854661006038472	1.0848542514999033	59.70712847830885
300352	北信源	13.006099700927734	12.717300415039062	838.8970947265625	电子信息	3.3112987365131663	2.8753766932729947	131.68440696546588
000971	高升控股	4.080399990081787	4.0802998542785645	201.022705078125	纺织行业	2.522343627153299	2.00995640647717	92.99098734977918
300518	盛讯达	33.94240188598633	33.941898345947266	3074.921875	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300559	佳发教育	11.287400245666504	10.860899925231934	192.82949829101562	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
002502	骅威文化	11.268699645996094	9.114100456237793	522.068115234375	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300595	欧普康视	12.999099731445312	12.60789966583252	653.9876708984375	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300109	新开源	4.712500095367432	3.660599946975708	169.0908966064453	化工行业	2.529101399274973	2.0832090725848724	84.44795861611
300656	民德电子	14.131199836730957	12.288000106811523	444.0127868652344	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
