code	name	debt_values
002882	金龙羽	-0.620
300632	光莆股份	-0.306
300523	辰安科技	-0.322
600763	通策医疗	0.545
300258	精锻科技	-0.604
603277	银都股份	-0.600
601216	君正集团	-0.331
002837	英维克	-0.135
603887	城地股份	-0.428
002139	拓邦股份	-0.414
600338	西藏珠峰	0.071
002211	宏达新材	-0.193
603298	杭叉集团	-0.466
603183	建研院	-0.592
300547	川环科技	-0.223
002532	新界泵业	-0.347
002230	科大讯飞	-0.230
600070	浙江富润	-0.417
600199	金种子酒	-0.011
603035	常熟汽饰	-0.620
603939	益丰药房	0.117
002363	隆基机械	-0.308
002027	分众传媒	-0.082
600571	信雅达	-0.494
002272	川润股份	-0.005
603026	石大胜华	-0.725
002528	英飞拓	-0.200
002381	双箭股份	-0.150
300430	诚益通	-0.484
000613	大东海A	-0.492
600562	国睿科技	-0.267
002560	通达股份	-0.177
603861	白云电器	-0.629
300270	中威电子	-0.416
600367	红星发展	-0.239
600085	同仁堂	-0.014
600885	宏发股份	-0.424
000760	斯太尔	-0.600
002559	亚威股份	0.139
002518	科士达	-0.170
603869	北部湾旅	0.039
600844	丹化科技	-0.538
603906	龙蟠科技	-0.201
300320	海达股份	-0.315
600182	S佳通	-0.291
300264	佳创视讯	-0.432
300028	*金亚	-0.844
300563	神宇股份	-0.527
002626	金达威	0.026
002053	云南能投	0.427
000806	银河生物	-0.143
603968	醋化股份	-0.114
002318	久立特材	0.260
600532	宏达矿业	0.897
300673	佩蒂股份	-0.363
300473	德尔股份	-0.146
002649	博彦科技	-0.126
300213	佳讯飞鸿	-0.193
300643	万通智控	-0.541
000584	哈工智能	0.120
603599	广信股份	0.051
000593	大通燃气	-0.516
603586	金麒麟	-0.179
600636	三爱富	-0.476
002722	金轮股份	-0.403
600805	悦达投资	-0.824
002109	兴化股份	-0.760
002738	中矿资源	0.432
300093	金刚玻璃	0.654
002582	好想你	-0.067
002681	奋达科技	0.075
603385	惠达卫浴	-0.409
600960	渤海汽车	-0.035
603800	道森股份	-0.552
002638	勤上股份	0.342
300248	新开普	-0.195
002233	塔牌集团	-0.237
002376	新北洋	-0.514
002404	嘉欣丝绸	-0.362
002028	思源电气	0.339
002747	埃斯顿	0.642
002283	天润曲轴	-0.638
600103	青山纸业	0.081
600756	浪潮软件	-0.448
603677	奇精机械	-0.585
002278	神开股份	-0.011
603789	星光农机	0.256
603767	中马传动	-0.701
002740	爱迪尔	0.295
002128	露天煤业	-0.222
603009	北特科技	-0.175
002601	龙蟒佰利	-0.559
600101	明星电力	-0.357
601158	重庆水务	0.720
603567	珍宝岛	-0.348
002498	汉缆股份	-0.251
300356	光一科技	-0.305
000661	长春高新	-0.314
300068	南都电源	-0.171
002361	神剑股份	-0.050
300596	利安隆	-0.357
002709	天赐材料	-0.501
600530	交大昂立	-0.683
300416	苏试试验	-0.549
002503	搜于特	0.117
300640	德艺文创	-0.449
002065	东华软件	-0.441
000895	双汇发展	-0.546
300153	科泰电源	0.031
603358	华达科技	-0.506
300582	英飞特	-0.833
002520	日发精机	0.052
002685	华东重机	0.160
600975	新五丰	0.592
300449	汉邦高科	-0.303
002650	加加食品	-0.745
002465	海格通信	-0.484
002023	海特高新	1.818
002001	新和成	-0.332
300526	中潜股份	-0.783
601007	金陵饭店	-0.259
300659	中孚信息	-0.114
002185	华天科技	-0.545
603600	永艺股份	0.006
601678	滨化股份	-0.643
000815	美利云	0.258
600522	中天科技	-0.327
300085	银之杰	-0.444
603012	创力集团	0.051
600355	精伦电子	-0.450
600753	东方银星	1.583
000159	国际实业	-0.520
603268	松发股份	-0.158
603088	宁波精达	-0.387
000902	新洋丰	-0.337
603222	济民制药	-0.296
002347	泰尔股份	-0.283
600830	香溢融通	0.490
002410	广联达	1.860
603823	百合花	-0.462
600519	贵州茅台	0.147
601069	西部黄金	-0.797
002678	珠江钢琴	-0.603
300413	快乐购	0.783
002262	恩华药业	-0.320
600965	福成股份	-0.008
002639	雪人股份	-0.580
600329	中新药业	-0.490
000682	东方电子	0.373
300051	三五互联	-0.724
601188	龙江交通	-0.457
603816	顾家家居	-0.540
603978	深圳新星	-0.655
600959	江苏有线	-0.598
002867	周大生	-0.571
002408	齐翔腾达	-0.575
600980	北矿科技	-0.403
600105	永鼎股份	-0.447
002733	雄韬股份	0.025
600977	中国电影	-0.181
600379	宝光股份	-0.358
600315	上海家化	0.227
002656	摩登大道	0.380
000676	智度股份	-0.451
300282	三盛教育	-0.530
601811	新华文轩	-0.695
000607	华媒控股	-0.458
002155	湖南黄金	-0.302
002134	天津普林	-0.557
601952	苏垦农发	-0.651
002792	通宇通讯	-0.255
000636	风华高科	-0.492
000777	中核科技	-0.098
002715	登云股份	-0.433
002774	快意电梯	-0.117
300108	吉药控股	1.202
002102	冠福股份	-0.317
300543	朗科智能	-0.467
002702	海欣食品	-0.551
300425	环能科技	-0.201
600285	羚锐制药	-0.551
002025	航天电器	-0.136
300384	三联虹普	0.626
002612	朗姿股份	-0.461
600332	白云山	-0.012
300467	迅游科技	-0.298
002771	真视通	-0.486
601218	吉鑫科技	0.058
603303	得邦照明	-0.322
002111	威海广泰	-0.325
600226	瀚叶股份	-0.038
000545	金浦钛业	-0.445
600095	哈高科	1.414
002526	山东矿机	-0.373
000859	国风塑业	-0.202
002054	德美化工	-0.186
600422	昆药集团	-0.328
000619	海螺型材	-0.014
300015	爱尔眼科	-0.607
300173	智慧松德	0.339
601126	四方股份	-0.220
002029	七匹狼	0.054
600479	千金药业	-0.423
300033	同花顺	0.248
300645	正元智慧	-0.524
002124	天邦股份	0.110
002538	司尔特	-0.033
002851	麦格米特	-0.388
600146	商赢环球	0.266
600317	营口港	0.445
600889	南京化纤	-0.538
600462	九有股份	-0.020
002664	长鹰信质	-0.142
600482	中国动力	0.497
603903	中持股份	-0.227
603990	麦迪科技	-0.516
600557	康缘药业	-0.647
300067	安诺其	-0.427
002448	中原内配	0.442
002099	海翔药业	-0.232
601799	星宇股份	-0.203
300257	开山股份	-0.254
002566	益盛药业	-0.627
603636	南威软件	-0.459
600630	龙头股份	-0.305
300490	华自科技	-0.569
000681	视觉中国	-0.410
000553	沙隆达A	-0.097
000713	丰乐种业	-0.543
000536	华映科技	-0.078
600761	安徽合力	-0.067
002686	亿利达	-0.389
002297	博云新材	-0.386
603926	铁流股份	-0.598
603833	欧派家居	-0.522
601933	永辉超市	0.104
603689	皖天然气	-0.670
300670	大烨智能	-0.508
600647	同达创业	-0.356
002084	海鸥住工	0.028
603113	金能科技	-0.733
601028	玉龙股份	2.110
002131	利欧股份	-0.518
300013	新宁物流	-0.098
603626	科森科技	-0.237
300647	超频三	-0.581
300517	海波重科	-0.527
002367	康力电梯	-0.084
600156	华升股份	-0.371
601088	中国神华	-0.081
000530	大冷股份	-0.415
300565	科信技术	-0.480
300276	三丰智能	-0.375
000876	新希望	-0.608
603918	金桥信息	-0.219
603017	中衡设计	-0.169
600783	鲁信创投	-0.530
000702	正虹科技	-0.571
002168	深圳惠程	-0.466
002433	太安堂	-0.525
002010	传化智联	0.118
603089	正裕工业	-0.480
002800	天顺股份	-0.450
601360	三六零	-0.577
002255	海陆重工	-0.358
002737	葵花药业	-0.365
002708	光洋股份	-0.487
300378	鼎捷软件	-0.509
300157	恒泰艾普	-0.549
600521	华海药业	-0.528
000913	钱江摩托	-0.129
300512	中亚股份	-0.551
600779	水井坊	-0.277
000552	靖远煤电	-0.053
002312	三泰控股	-0.294
002752	昇兴股份	-0.593
300532	今天国际	-0.264
002138	顺络电子	-0.666
601100	恒立液压	-0.074
002665	首航节能	-0.426
601515	东风股份	-0.281
600419	天润乳业	-0.581
603768	常青股份	-0.515
300568	星源材质	0.334
000790	泰合健康	-0.479
300579	数字认证	-0.251
300707	威唐工业	-0.594
002219	恒康医疗	-0.596
300411	金盾股份	-0.244
000548	湖南投资	-0.218
601969	海南矿业	1.440
601689	拓普集团	-0.581
300545	联得装备	-0.465
603559	中通国脉	-0.445
300662	科锐国际	-0.374
600227	圣济堂	-0.615
000029	深深房A	0.447
002899	英派斯	-0.577
300398	飞凯材料	-0.525
300687	赛意信息	-0.503
601137	博威合金	-0.420
002823	凯中精密	-0.543
603002	宏昌电子	-0.175
300167	迪威迅	-0.507
600985	雷鸣科化	-0.521
002599	盛通股份	-0.381
300254	仟源医药	-0.593
603633	徕木股份	-0.592
300172	中电环保	0.074
000708	大冶特钢	0.536
603228	景旺电子	-0.488
300205	天喻信息	-0.528
300442	普丽盛	-0.412
002618	丹邦科技	-0.464
600825	新华传媒	-0.546
002402	和而泰	-0.356
300271	华宇软件	-0.433
601222	林洋能源	-0.349
600242	中昌数据	0.237
600125	铁龙物流	-0.106
300629	新劲刚	-0.402
002293	罗莱生活	-0.180
601500	通用股份	-0.686
603579	荣泰健康	-0.193
600809	山西汾酒	-0.486
000538	云南白药	-0.281
300575	中旗股份	-0.415
603138	海量数据	-0.047
300230	永利股份	-0.294
300160	秀强股份	-0.211
000510	金路集团	-0.813
002474	榕基软件	-0.389
300180	华峰超纤	-0.545
600775	南京熊猫	-0.390
300484	蓝海华腾	-0.411
000999	华润三九	-0.666
600603	广汇物流	-0.400
603668	天马科技	-0.617
600429	三元股份	-0.386
603698	航天工程	-0.117
600508	上海能源	-0.554
600551	时代出版	-0.444
601929	吉视传媒	-0.737
600377	宁沪高速	-0.771
603319	湘油泵	-0.683
300089	文化长城	0.738
603286	日盈电子	-0.809
000513	丽珠集团	-0.441
002654	万润科技	-0.587
600594	益佰制药	-0.584
601010	文峰股份	-0.633
000516	国际医学	0.201
002810	山东赫达	-0.737
002545	东方铁塔	-0.151
300087	荃银高科	0.027
000798	中水渔业	-0.508
002640	跨境通	-0.048
300472	新元科技	-0.658
002536	西泵股份	-0.482
601677	明泰铝业	-0.287
603377	东方时尚	-0.657
600668	尖峰集团	-0.460
000955	欣龙控股	-0.227
300047	天源迪科	-0.498
002143	印纪传媒	-0.040
002093	国脉科技	-0.172
600843	上工申贝	0.105
002457	青龙管业	-0.484
300616	尚品宅配	-0.363
002523	天桥起重	-0.352
000901	航天科技	0.235
300260	新莱应材	-0.530
300006	莱美药业	-0.676
000719	中原传媒	-0.278
002887	绿茵生态	-0.574
000812	陕西金叶	-0.208
002487	大金重工	0.917
601928	凤凰传媒	-0.446
300138	晨光生物	-0.595
603337	杰克股份	-0.503
603929	亚翔集成	-0.470
000883	湖北能源	-0.755
300124	汇川技术	-0.408
600676	交运股份	-0.231
600797	浙大网新	-0.578
002432	九安医疗	-0.057
603726	朗迪集团	-0.688
002256	兆新股份	-0.211
300686	智动力	-0.708
002335	科华恒盛	0.189
601311	骆驼股份	0.050
600872	中炬高新	-0.221
600892	大晟文化	-0.674
300438	鹏辉能源	0.014
600060	海信电器	0.127
002385	大北农	-0.403
002567	唐人神	-0.554
000949	新乡化纤	-0.357
603766	隆鑫通用	-0.034
300476	胜宏科技	-0.636
300637	扬帆新材	-0.608
002508	老板电器	0.760
002397	梦洁股份	-0.423
002050	三花智控	-0.132
000822	山东海化	-0.407
300189	神农基因	-0.327
601339	百隆东方	-0.248
002421	达实智能	-0.545
002855	捷荣技术	-0.489
002189	利达光电	-0.341
600255	梦舟股份	-0.334
002859	洁美科技	-0.295
600814	杭州解百	-0.060
002187	广百股份	0.051
002481	双塔食品	-0.553
603699	纽威股份	-0.363
300040	九洲电气	-0.193
600794	保税科技	0.272
600796	钱江生化	-0.261
600746	江苏索普	-0.402
002328	新朋股份	-0.496
002164	宁波东力	-0.745
002295	精艺股份	-0.081
603920	世运电路	-0.526
300541	先进数通	-0.474
002463	沪电股份	-0.599
300668	杰恩设计	-0.382
300221	银禧科技	-0.502
002232	启明信息	-0.225
600136	当代明诚	0.559
002103	广博股份	-0.807
000030	富奥股份	-0.353
002806	华锋股份	-0.675
002265	西仪股份	-0.461
002730	电光科技	-0.542
300011	鼎汉技术	-0.190
603598	引力传媒	-0.211
300301	长方集团	-0.508
300169	天晟新材	-0.614
002030	达安基因	-0.149
300303	聚飞光电	-0.388
300409	道氏技术	-0.141
600023	浙能电力	0.607
000705	浙江震元	-0.376
002848	高斯贝尔	-0.481
601018	宁波港	-0.481
000571	新大洲A	-0.316
002514	宝馨科技	-0.490
002165	红宝丽	-0.495
600577	精达股份	-0.399
300318	博晖创新	-0.884
300003	乐普医疗	-0.466
002032	苏泊尔	-0.087
000301	东方市场	-0.497
002100	天康生物	-0.408
002046	轴研科技	-0.596
300075	数字政通	-0.576
600243	青海华鼎	-0.436
002443	金洲管道	0.186
600113	浙江东日	0.011
002332	仙琚制药	-0.608
600818	中路股份	-0.710
600351	亚宝药业	-0.678
300695	兆丰股份	-0.590
600523	贵航股份	-0.392
600642	申能股份	-0.016
002644	佛慈制药	1.525
600512	腾达建设	0.482
600845	宝信软件	-0.383
002085	万丰奥威	-0.398
600717	天津港	0.154
000899	赣能股份	0.104
300648	星云股份	-0.702
603955	大千生态	-0.251
000565	渝三峡A	-0.477
600995	文山电力	-0.414
002434	万里扬	-0.438
300300	汉鼎宇佑	-0.460
000040	东旭蓝天	1.259
300281	金明精机	-0.452
000612	焦作万方	-0.681
300618	寒锐钴业	-0.463
002454	松芝股份	-0.371
600290	华仪电气	-0.134
300649	杭州园林	0.264
603515	欧普照明	-0.677
002132	恒星科技	0.502
300163	先锋新材	-0.195
002399	海普瑞	0.209
002358	森源电气	0.057
600271	航天信息	0.066
300184	力源信息	-0.561
002583	海能达	-0.533
600833	第一医药	-0.087
000821	京山轻机	-0.130
600996	贵广网络	-0.624
600866	星湖科技	-0.671
000026	飞亚达A	-0.382
300190	维尔利	0.836
001696	宗申动力	0.005
603388	元成股份	-0.580
600611	大众交通	-0.216
002580	圣阳股份	0.148
300136	信维通信	-0.388
002513	蓝丰生化	-0.617
603259	药明康德	-0.644
600138	中青旅	-0.582
600859	王府井	0.365
300465	高伟达	-0.429
002511	中顺洁柔	0.202
603778	乾景园林	-0.562
000735	罗牛山	0.102
601999	出版传媒	-0.529
600195	中牧股份	0.010
000407	胜利股份	-0.532
300128	锦富技术	-0.619
600689	上海三毛	-0.235
601567	三星医疗	-0.317
600433	冠豪高新	-0.546
600660	福耀玻璃	-0.324
300536	农尚环境	-0.431
002653	海思科	-0.030
300125	易世达	0.787
600175	美都能源	-0.119
000731	四川美丰	-0.626
603320	迪贝电气	-0.678
300198	纳川股份	-0.017
600371	万向德农	0.090
000050	深天马A	-0.614
300641	正丹股份	-0.576
603718	海利生物	-0.064
000596	古井贡酒	-0.582
600962	国投中鲁	-0.630
300435	中泰股份	0.024
000570	苏常柴A	-0.341
600249	两面针	-0.673
002276	万马股份	0.106
002040	南京港	0.116
300486	东杰智能	-0.680
002120	韵达股份	-0.431
002475	立讯精密	-0.434
000068	华控赛格	-0.161
603886	元祖股份	-0.368
601020	华钰矿业	-0.245
000935	四川双马	-0.743
002548	金新农	-0.617
000582	北部湾港	-0.384
600004	白云机场	-0.568
600373	中文传媒	-0.337
600593	大连圣亚	0.033
600261	阳光照明	0.314
600363	联创光电	-0.627
002831	裕同科技	-0.368
300073	当升科技	-0.575
002606	大连电瓷	-0.507
002415	海康威视	-0.024
300030	阳普医疗	-0.512
600486	扬农化工	-0.201
600126	杭钢股份	0.056
002597	金禾实业	-0.482
000560	我爱我家	0.422
300681	英搏尔	-0.587
300381	溢多利	-0.490
002509	天广中茂	-0.117
002614	奥佳华	-0.487
600343	航天动力	0.336
600288	大恒科技	-0.597
300038	梅泰诺	-0.744
600598	北大荒	-0.261
300608	思特奇	-0.400
600715	文投控股	-0.387
002281	光迅科技	-0.475
002288	超华科技	-0.757
002429	兆驰股份	-0.002
002154	报喜鸟	-0.628
002830	名雕股份	-0.301
600723	首商股份	0.207
600733	SST前锋	0.070
603118	共进股份	-0.524
002405	四维图新	-0.396
002240	威华股份	-0.647
600570	恒生电子	-0.683
601113	华鼎股份	-0.189
002067	景兴纸业	-0.406
002394	联发股份	-0.575
002696	百洋股份	-0.583
002324	普利特	-0.500
600790	轻纺城	-0.823
300133	华策影视	-0.448
300161	华中数控	-0.219
000969	安泰科技	0.114
002373	千方科技	-0.412
600834	申通地铁	-0.784
300454	深信服	-0.559
600614	鹏起科技	-0.683
600292	远达环保	-0.467
600841	上柴股份	-0.005
603826	坤彩科技	-0.812
002588	史丹利	-0.536
002313	日海智能	-0.588
600992	贵绳股份	1.059
601002	晋亿实业	-0.350
600728	佳都科技	-0.555
603609	禾丰牧业	-0.558
300439	美康生物	-0.610
603326	我乐家居	-0.803
600251	冠农股份	-0.515
002206	海利得	-0.411
002436	兴森科技	-0.663
002527	新时达	-0.665
002344	海宁皮城	-0.491
002249	大洋电机	-0.533
603315	福鞍股份	-0.521
601179	中国西电	0.063
600757	长江传媒	-0.500
300591	万里马	-0.582
002659	凯文教育	-0.318
002841	视源股份	-0.465
603611	诺力股份	-0.042
000564	供销大集	0.005
002019	亿帆医药	-0.733
300680	隆盛科技	-0.658
603728	鸣志电器	-0.677
002369	卓翼科技	-0.539
002075	沙钢股份	-0.227
002374	丽鹏股份	-0.504
000099	中信海直	-0.020
600108	亚盛集团	-0.212
002565	顺灏股份	-0.470
603889	新澳股份	-0.546
600742	一汽富维	-0.444
000820	神雾节能	0.934
002483	润邦股份	-0.402
603877	太平鸟	-0.453
002377	国创高新	-0.090
600520	文一科技	-0.545
300231	银信科技	-0.522
600018	上港集团	-0.508
002094	青岛金王	-0.326
600460	士兰微	-0.555
300367	东方网力	0.078
000757	浩物股份	-0.268
002292	奥飞娱乐	-0.714
002239	奥特佳	-0.439
300232	洲明科技	-0.431
300665	飞鹿股份	-0.673
600426	华鲁恒升	-0.666
002663	普邦股份	-0.095
300337	银邦股份	-0.828
600599	熊猫金控	-0.227
600313	农发种业	-0.201
600483	福能股份	1.773
600184	光电股份	0.146
603803	瑞斯康达	-0.644
603226	菲林格尔	-0.842
600641	万业企业	0.055
002688	金河生物	-0.563
002542	中化岩土	-0.317
300095	华伍股份	-0.199
000850	华茂股份	-0.763
002390	信邦制药	-0.657
002031	巨轮智能	0.123
002869	金溢科技	-0.528
000721	西安饮食	-0.260
603069	海汽集团	-0.731
300201	海伦哲	-0.279
300174	元力股份	-0.648
002671	龙泉股份	-0.244
601116	三江购物	-0.081
300057	万顺股份	-0.606
600739	辽宁成大	-0.695
002620	瑞和股份	-0.128
600273	嘉化能源	-0.717
600120	浙江东方	-0.390
603618	杭电股份	-0.253
002579	中京电子	-0.564
603166	福达股份	-0.458
600855	航天长峰	0.016
300691	联合光电	-0.740
002342	巨力索具	-0.508
300227	光韵达	-0.746
300279	和晶科技	-0.684
300328	宜安科技	-0.680
603568	伟明环保	0.306
002017	东信和平	-0.441
603717	天域生态	-0.433
603123	翠微股份	-0.154
002217	合力泰	-0.310
600702	舍得酒业	-0.664
600327	大东方	-0.298
000062	深圳华强	-0.404
002470	金正大	-0.392
601880	大连港	0.169
000610	西安旅游	-0.389
300142	沃森生物	-0.519
002531	天顺风能	-0.145
600887	伊利股份	-0.446
002236	大华股份	-0.529
300063	天龙集团	-0.527
300619	金银河	-0.502
601118	海南橡胶	-0.446
002403	爱仕达	-0.298
002723	金莱特	-0.560
600337	美克家居	-0.340
002785	万里石	-0.680
300069	金利华电	-0.524
300240	飞力达	0.083
000948	南天信息	-0.599
601228	广州港	-0.782
002464	众应互联	-0.821
000533	万家乐	-0.130
601163	三角轮胎	-0.447
002712	思美传媒	-0.646
002803	吉宏股份	-0.783
002616	长青集团	-0.582
000037	深南电A	-0.061
002271	东方雨虹	0.002
002193	如意集团	-0.099
002184	海得控制	-0.596
000978	桂林旅游	-0.705
002064	华峰氨纶	-0.608
600200	江苏吴中	-0.641
002401	中远海科	-0.233
601700	风范股份	-0.314
603730	岱美股份	-0.625
300663	科蓝软件	-0.622
600884	杉杉股份	-0.293
300097	智云股份	-0.734
300185	通裕重工	-0.331
300464	星徽精密	-0.824
002486	嘉麟杰	-0.542
600976	健民集团	-0.548
000788	北大医药	-0.491
300336	新文化	0.366
603101	汇嘉时代	-0.822
601857	中国石油	-0.826
002689	远大智能	-0.116
300389	艾比森	-0.444
600017	日照港	-0.660
603039	泛微网络	-0.607
002073	软控股份	-0.376
300311	任子行	-0.783
601238	广汽集团	-0.288
300021	大禹节水	-0.195
002259	升达林业	0.279
600028	中国石化	-0.767
000420	吉林化纤	-0.507
600033	福建高速	-0.450
300094	国联水产	-0.434
002460	赣锋锂业	-0.497
600476	湘邮科技	-0.595
000010	美丽生态	-0.170
601519	大智慧	-0.450
300358	楚天科技	-0.622
002339	积成电子	-0.328
002215	诺普信	-0.432
300130	新国都	-0.581
600237	铜峰电子	-0.344
002770	科迪乳业	-0.621
600984	建设机械	-0.638
002378	章源钨业	-0.598
300203	聚光科技	-0.529
000715	中兴商业	0.189
000716	黑芝麻	-0.679
600873	梅花生物	-0.628
600681	百川能源	0.109
002110	三钢闽光	0.301
000723	美锦能源	-0.609
002479	富春环保	-0.455
300506	名家汇	-0.709
600467	好当家	-0.742
002906	华阳集团	-0.676
600152	维科技术	-0.715
002694	顾地科技	-0.409
300671	富满电子	-0.674
600392	盛和资源	-0.579
002392	北京利尔	0.150
002636	金安国纪	-0.544
601199	江南水务	0.927
300123	亚光科技	-0.713
002728	特一药业	-0.757
002450	康得新	0.608
002345	潮宏基	-0.040
002543	万和电气	-0.035
603617	君禾股份	-0.756
002705	新宝股份	0.036
600395	盘江股份	-0.423
002537	海联金汇	-0.322
603007	花王股份	-0.709
300145	中金环境	-0.506
603822	嘉澳环保	-0.789
000965	天保基建	1.066
002615	哈尔斯	0.003
300312	邦讯技术	-0.624
600662	强生控股	-0.506
300210	森远股份	-0.462
600435	北方导航	-0.481
600589	广东榕泰	-0.132
600600	青岛啤酒	-0.431
600988	赤峰黄金	-0.638
002641	永高股份	-0.649
600695	绿庭投资	-0.455
600645	中源协和	-0.820
600083	博信股份	-0.542
600350	山东高速	-0.070
300592	华凯创意	-0.663
600093	易见股份	-0.149
600439	瑞贝卡	-0.434
000828	东莞控股	-0.640
002101	广东鸿图	-0.538
000518	四环生物	-0.773
600547	山东黄金	-0.744
002596	海南瑞泽	0.611
000429	粤高速A	0.432
600358	国旅联合	-0.396
000419	通程控股	-0.393
600449	宁夏建材	-0.404
600986	科达股份	-0.147
002178	延华智能	-0.014
300693	盛弘股份	-0.543
000962	东方钽业	-0.469
300275	梅安森	-0.687
002285	世联行	0.384
300020	银江股份	-0.589
002044	美年健康	-0.430
300497	富祥股份	-0.564
603008	喜临门	-0.280
600380	健康元	-0.436
002269	美邦服饰	-0.470
002218	拓日新能	-0.574
603335	迪生力	-0.830
300048	合康新能	-0.232
002149	西部材料	-0.455
300418	昆仑万维	-0.680
603595	东尼电子	-0.737
002739	万达电影	-0.729
600386	北巴传媒	0.685
600183	生益科技	-0.634
300208	恒顺众昇	-0.516
002683	宏大爆破	-0.404
600511	国药股份	-0.090
300572	安车检测	-0.407
600222	太龙药业	-0.261
600235	民丰特纸	-0.587
600446	金证股份	-0.662
000566	海南海药	-0.368
300219	鸿利智汇	-0.501
600861	北京城乡	-0.144
002156	通富微电	-0.576
002445	中南文化	-0.464
600503	华丽家族	-0.369
600572	康恩贝	-0.528
300369	绿盟科技	0.467
000558	莱茵体育	-0.137
000988	华工科技	-0.603
600848	上海临港	-0.458
601101	昊华能源	-0.453
002118	紫鑫药业	-0.555
300297	蓝盾股份	-0.304
002676	顺威股份	-0.569
601011	宝泰隆	-0.769
603050	科林电气	-0.650
002516	旷达科技	-0.519
000543	皖能电力	-0.651
300334	津膜科技	-0.360
002350	北京科锐	-0.492
603628	清源股份	-0.592
002466	天齐锂业	-0.387
603357	设计总院	-0.562
300527	中国应急	-0.496
002179	中航光电	-0.498
300115	长盈精密	-0.704
002245	澳洋顺昌	-0.125
600362	江西铜业	-0.337
002815	崇达技术	-0.773
002197	证通电子	-0.426
601231	环旭电子	-0.362
603737	三棵树	-0.798
601633	长城汽车	-0.562
600168	武汉控股	-0.325
600331	宏达股份	-0.593
002290	中科新材	-0.170
600196	复星医药	-0.603
002136	安纳达	-0.779
002400	省广集团	-0.264
300274	阳光电源	-0.452
000967	盈峰环境	-0.332
002760	凤形股份	-0.610
000882	华联股份	2.216
300187	永清环保	-0.135
601872	招商轮船	0.300
300110	华仁药业	-0.764
600111	北方稀土	0.074
000727	华东科技	-0.774
600891	秋林集团	0.319
300262	巴安水务	-0.183
300387	富邦股份	-0.392
300299	富春股份	-0.818
603229	奥翔药业	-0.673
000598	兴蓉环境	-0.392
002617	露笑科技	-0.395
000400	许继电气	-0.292
000572	海马汽车	-0.729
300495	美尚生态	-0.689
002711	欧浦智网	-0.339
601882	海天精工	-0.764
600007	中国国贸	-0.627
600644	乐山电力	-0.649
300340	科恒股份	-0.710
600649	城投控股	0.486
600406	国电南瑞	-0.470
300218	安利股份	-0.644
601718	际华集团	-0.073
002586	围海股份	0.980
600485	信威集团	0.177
600312	平高电气	-0.481
300056	三维丝	-0.413
002077	大港股份	-0.518
000980	众泰汽车	-0.613
002170	芭田股份	-0.792
603399	吉翔股份	-0.776
002873	新天药业	-0.749
002329	皇氏集团	-0.691
300252	金信诺	-0.200
600738	兰州民百	-0.441
002387	维信诺	-0.920
002006	精功科技	-0.408
600706	曲江文旅	-0.523
600287	江苏舜天	-0.113
300082	奥克股份	-0.487
002021	中捷资源	-0.266
300261	雅本化学	-0.658
002174	游族网络	-0.671
603577	汇金通	-0.706
603355	莱克电气	0.046
600582	天地科技	-0.230
002499	科林环保	-0.437
600163	中闽能源	0.370
300444	双杰电气	-0.305
601233	桐昆股份	-0.610
002590	万安科技	-0.471
002697	红旗连锁	-0.589
002024	苏宁易购	-0.289
600098	广州发展	-0.596
000963	华东医药	-0.538
002076	雪莱特	-0.081
002551	尚荣医疗	-0.576
002870	香山股份	-0.715
600936	广西广电	-0.864
603881	数据港	-0.267
300652	雷迪克	-0.694
600277	亿利洁能	-0.101
600035	楚天高速	-0.392
002216	三全食品	-0.700
000561	烽火电子	-0.585
600575	皖江物流	-0.511
600360	华微电子	-0.292
000534	万泽股份	0.147
300405	科隆股份	-0.534
002717	岭南股份	-0.137
300152	科融环境	-0.493
002299	圣农发展	-0.826
000036	华联控股	-0.073
002267	陕天然气	-0.596
002426	胜利精密	-0.463
002655	共达电声	-0.769
600764	中国海防	-0.488
002813	路畅科技	-0.733
300499	高澜股份	-0.666
002291	星期六	-0.523
300509	新美星	-0.594
002662	京威股份	-0.140
002822	中装建设	-0.502
601828	美凯龙	-0.795
002885	京泉华	-0.639
002160	常铝股份	-0.580
000910	大亚圣象	-0.396
601900	南方传媒	-0.737
603316	诚邦股份	-0.744
300083	劲胜智能	-0.715
000573	粤宏远A	0.606
300288	朗玛信息	-0.675
600172	黄河旋风	-0.786
002126	银轮股份	-0.573
300062	中能电气	-0.356
603126	中材节能	-0.143
600410	华胜天成	-0.361
300374	恒通科技	-0.055
600116	三峡水利	-0.203
000520	长航凤凰	0.312
002284	亚太股份	-0.608
002175	东方网络	-0.516
300433	蓝思科技	-0.713
600230	沧州大化	-0.701
600390	五矿资本	-0.205
300243	瑞丰高材	-0.597
603901	永创智能	-0.716
600626	申达股份	-0.323
600879	航天电子	-0.324
002341	新纶科技	-0.189
000908	景峰医药	-0.232
300675	建科院	-0.688
002501	利源精制	-0.526
002416	爱施德	-0.039
002775	文科园林	-0.715
000595	宝塔实业	-0.631
600596	新安股份	-0.623
600118	中国卫星	0.110
600279	重庆港九	-0.463
000917	电广传媒	-0.626
002811	亚泰国际	-0.594
000690	宝新能源	4.333
002407	多氟多	-0.176
600712	南宁百货	-0.736
000426	兴业矿业	-0.556
000920	南方汇通	-0.452
002008	大族激光	-0.760
002692	睿康股份	-0.004
000551	创元科技	-0.465
600438	通威股份	-0.654
002768	国恩股份	-0.743
